id,anime_id,name,genre,type,episodes,rating,members,weight
86,11617,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.7,398660,0.6503302677114402
87,523,Tonari no Totoro,"Adventure, Comedy, Supernatural",Movie,1,8.48,271484,0.6501031187791269
88,24833,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22,8.2,312654,0.6484160456246814
89,223,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,8.16,316102,0.6472149929714163
90,31964,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,282002,0.6465686077256835
91,1689,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,3,8.1,324035,0.6465026904767969
92,6045,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25,8.19,309339,0.6464678621864619
93,9969,Gintama&#039;,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,9.16,151266,0.6462176419012519
94,18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,0.6462139943580426
95,10165,Nichijou,"Comedy, School, Slice of Life",TV,26,8.52,254436,0.6459386661083115
96,16894,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",TV,25,8.58,243325,0.6453971762558772
97,17074,Monogatari Series: Second Season,"Comedy, Mystery, Romance, Supernatural, Vampire",TV,26,8.8,205959,0.6447429637184146
98,22297,Fate/stay night: Unlimited Blade Works,"Action, Fantasy, Magic, Shounen, Supernatural",TV,12,8.42,267484,0.6446829798850772
99,6,Trigun,"Action, Comedy, Sci-Fi",TV,26,8.32,283069,0.6444281971182539
100,18897,Nisekoi,"Comedy, Harem, Romance, School, Shounen",TV,20,7.91,347599,0.6436327287016435
101,23289,Gekkan Shoujo Nozaki-kun,"Comedy, Romance, School",TV,12,8.24,292622,0.6430743379621708
102,27899,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357,0.642629804633451
103,28891,Haikyuu!! Second Season,"Comedy, Drama, School, Shounen, Sports",TV,25,8.93,179342,0.6425663993599524
104,18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy, Magic, Shounen",TV,25,8.5,245026,0.6409455268200382
105,1604,Katekyo Hitman Reborn!,"Action, Comedy, Shounen, Super Power",TV,203,8.37,258103,0.6377802572014378
106,28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,9.25,114262,0.6373818067896235
107,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349,0.6372733265893433
108,11843,Danshi Koukousei no Nichijou,"Comedy, School, Shounen, Slice of Life",TV,12,8.35,258914,0.6368195318776814
109,227,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6,8.06,305165,0.6364966857777357
110,14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",TV,13,7.77,349836,0.6355504942063157
111,22789,Barakamon,"Comedy, Slice of Life",TV,12,8.5,225927,0.633410542541758
112,356,Fate/stay night,"Action, Fantasy, Magic, Romance, Supernatural",TV,24,7.58,374880,0.6332644256576063
113,1818,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",TV,26,7.92,316853,0.6321430829601935
114,7674,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35,246899,0.6320793446373265
115,10408,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",Movie,1,8.61,197439,0.6292151436478347
116,22043,Fairy Tail (2014),"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,102,8.25,255076,0.6289019395586807
117,28999,Charlotte,"Drama, School, Super Power",TV,13,7.91,310137,0.6288531286685036
118,11597,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11,8.21,260062,0.6283076624339771
119,263,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",TV,75,8.83,157670,0.6276128936623009
120,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,"Sci-Fi, Thriller",Movie,1,8.61,192424,0.62723661355958
121,33,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,8.4,226430,0.6272055721795097
122,45,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",TV,94,8.43,218928,0.6261668893037835
123,32,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",Movie,1,8.45,215630,0.6261464372936438
124,14075,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24,8.17,259900,0.6256823837351286
125,30654,Ansatsu Kyoushitsu (TV) 2nd Season,"Action, Comedy, School, Shounen",TV,25,8.68,176475,0.6254267656080692
126,6594,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,8.49,207241,0.6253981545199766
127,877,Nana,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",TV,47,8.55,197256,0.6253008969465803
128,10162,Usagi Drop,"Josei, Slice of Life",TV,11,8.56,194855,0.6249939900588848
129,11887,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,13,8.01,283847,0.6248845486048648
130,24415,Kuroko no Basket 3rd Season,"Comedy, School, Shounen, Sports",TV,25,8.62,184525,0.624760622240135
131,5341,Ookami to Koushinryou II,"Adventure, Fantasy, Historical, Romance",TV,12,8.46,210491,0.6247593279370269
132,1195,Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13,7.62,346828,0.6247586479436895
133,1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837,0.6245953160703137
134,1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",TV,24,8.41,218101,0.6245599362064356
135,32182,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,193716,0.6239042874725182
136,5630,Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11,8.03,276593,0.6233033657813382
137,32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,"Comedy, Drama, School, Shounen, Sports",TV,10,9.15,93351,0.6227285326766504
138,28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Fantasy, Magic, Shounen, Supernatural",TV,13,8.45,205987,0.6223420573054006
139,4081,Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.42,210736,0.6222946198754508
140,43,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.34,223036,0.6220245138903417
141,14345,Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12,7.68,329561,0.6217884778872083
142,16067,Nagi no Asukara,"Drama, Fantasy, Romance",TV,26,8.32,224947,0.6214977632619154
143,8525,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,7.95,284846,0.6214366274398652
144,6347,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",TV,13,7.83,301282,0.6202369002472974
145,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Comedy, Drama, Romance, School",TV,13,8.31,222994,0.6200869194010046
146,28851,Koe no Katachi,"Drama, School, Shounen",Movie,1,9.05,102733,0.6200265271506162
147,14719,JoJo no Kimyou na Bouken (TV),"Action, Adventure, Shounen, Supernatural, Vampire",TV,26,8.51,190197,0.6199545969080126
148,2034,Lovely★Complex,"Comedy, Romance, Shoujo",TV,24,8.23,235003,0.6197020073828582
149,5681,Summer Wars,"Comedy, Sci-Fi",Movie,1,8.3,223359,0.6195905785798891
150,392,Yuu☆Yuu☆Hakusho,"Action, Comedy, Demons, Fantasy, Martial Arts, School, Shounen",TV,112,8.47,195017,0.6192948290565592
151,467,Ghost in the Shell: Stand Alone Complex,"Action, Mecha, Military, Police, Sci-Fi, Seinen",TV,26,8.47,194491,0.6190873102477013
152,237,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,8.19,239570,0.6189424253514788
153,790,Ergo Proxy,"Mystery, Psychological, Sci-Fi",TV,23,8.03,265005,0.6187316396272614
154,8425,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,232113,0.6185618375014912
155,578,Hotaru no Haka,"Drama, Historical",Movie,1,8.58,174878,0.6183932981001908
156,7791,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,8.14,246276,0.6183863853258164
157,3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Mecha, Sci-Fi",Movie,1,8.53,182224,0.6180897524427202
158,32282,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,185015,0.6172698400550829
159,44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"Action, Drama, Historical, Martial Arts, Romance, Samurai",OVA,4,8.83,129307,0.616423053404441
160,249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632,0.6163265831917513
161,4654,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24,7.69,313114,0.6159401086625985
162,11759,Accel World,"Action, Game, Romance, School, Sci-Fi",TV,24,7.62,324284,0.6158645338241255
163,15417,Gintama&#039;: Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,13,9.11,81109,0.6153374227781776
164,820,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space",OVA,110,9.11,80679,0.6151677781245486
165,17895,Golden Time,"Comedy, Romance, Seinen",TV,24,7.92,273191,0.6149174437351934
166,26243,Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.65,315630,0.6143713610856538
167,10719,Boku wa Tomodachi ga Sukunai,"Comedy, Ecchi, Harem, Romance, School, Seinen, Slice of Life",TV,12,7.57,325664,0.6132072672281649
168,355,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,7.74,297058,0.6128073637779557
169,25013,Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24,8.23,216674,0.6124708053913089
170,14467,K,"Action, Super Power, Supernatural",TV,13,7.73,297051,0.6121642606053288
171,1519,Black Lagoon: The Second Barrage,"Action, Seinen",TV,12,8.3,203233,0.6116504197451506
172,15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,9.1,72534,0.6113140512513799
173,29803,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13,8.04,244268,0.6111907690908646
174,270,Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13,7.64,308995,0.611113363112438
175,30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10,8.03,244877,0.6107906917476222
176,7724,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99,251093,0.6106816772367877
177,12365,Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.71,133620,0.6104405305468861
178,16782,Kotonoha no Niwa,"Drama, Psychological, Romance, Slice of Life",Movie,1,8.35,189741,0.609529230423077
179,20785,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",TV,26,7.76,285317,0.6094559587199329
180,15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657,0.6091379264675584
181,136,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",TV,62,8.48,166255,0.6085879158565045
182,6114,Rainbow: Nisha Rokubou no Shichinin,"Drama, Historical, Seinen, Thriller",TV,26,8.64,139474,0.608267674362618
183,8841,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,7.67,295782,0.6078215625230485
184,30015,ReLIFE,"Romance, School, Slice of Life",TV,13,8.24,202249,0.6074201605612057
185,47,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1,8.15,215897,0.6070415293236264
186,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Adventure, Fantasy, Military",TV,12,7.97,244314,0.6067265265152539
187,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477,0.6064326696049593
188,10030,Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen",TV,25,8.53,151561,0.6059925105491704
189,10863,Steins;Gate: Oukoubakko no Poriomania,"Sci-Fi, Thriller",Special,1,8.46,159548,0.6046611707513924
190,30240,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12,8.03,227734,0.6040273933821287
191,1698,Nodame Cantabile,"Comedy, Drama, Josei, Music, Romance, Slice of Life",TV,23,8.46,157025,0.6036657906092854
192,21939,Mushishi Zoku Shou,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.8,101351,0.6034727592374285
193,20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267,0.6027535898627217
194,2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1,8.21,194561,0.6024660474168745
195,7785,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,122531,0.6022236220026594
196,15583,Date A Live,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,12,7.54,301358,0.6016969800047476
197,25835,Shirobako,"Comedy, Drama",TV,24,8.49,146895,0.6015903027341707
198,71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325,0.6012196714182089
199,12531,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",TV,12,8.48,146592,0.6008304209162549
200,9513,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,8.04,217752,0.6007296117987089
201,4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Drama, Mystery, Romance, Supernatural, Thriller",Movie,1,8.68,111074,0.5996246028359967
202,11665,Natsume Yuujinchou Shi,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.75,98431,0.5991190461051777
203,572,Kaze no Tani no Nausicaä,"Adventure, Fantasy",Movie,1,8.47,143273,0.5988806593882341
204,24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.88,75894,0.59855213334394
205,28297,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24,8.11,200833,0.598537077070407
206,5300,Zoku Natsume Yuujinchou,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.64,114173,0.5982858618475768
207,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"Drama, Magic, Psychological, Thriller",Movie,1,8.5,135735,0.5978277737042972
208,5530,Pandora Hearts,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,7.92,229567,0.5977067963633047
209,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Action, Horror, Mystery, Psychological",TV,13,7.49,298550,0.5973874533869304
210,339,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,7.99,215829,0.5967692375494072
211,10080,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,8.12,194300,0.5966000034180717
212,23199,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12,8.15,189407,0.5965906296151785
213,57,Beck,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,8.4,148328,0.5963925797661764
214,513,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,8.38,151061,0.5961901265918966
215,18507,Free!,"Comedy, School, Slice of Life, Sports",TV,12,7.67,265791,0.5959894397161001
216,10379,Natsume Yuujinchou San,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",TV,13,8.67,102322,0.5955314008354958
217,14713,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13,8.13,189641,0.5954022648375988
218,5258,Hajime no Ippo: New Challenger,"Comedy, Drama, Shounen, Sports",TV,26,8.75,88995,0.5953963322641466
219,10800,Chihayafuru,"Drama, Game, Josei, Slice of Life, Sports",TV,25,8.32,158561,0.5953069958762973
220,232,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70,8.18,181249,0.5952931400120555
221,120,Fruits Basket,"Comedy, Drama, Fantasy, Romance, Shoujo, Slice of Life",TV,26,7.8,242553,0.5951459667172019
222,6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079,0.5951016067307837
223,21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417,0.5949375485487349
224,801,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",TV,26,8.57,113993,0.5937324571981983
